band	mean	std_dev
1	95.70687603290732	55.94237301138809
2	0.03490589397888586	0.1352340147531608
3	1.9431704736112831	0.7039314733675592
4	218.44913267699562	60.570779366358266
5	0.13097703473024871	0.5135585712861064
6	34.550425480328606	1.5882991987658963
7	27.735316912496664	10.518677830671717
8	0.0007014798762245781	0.0006283430972111679
9	1.9098336755824115	4.427089081651092
